File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\ExportTests.java,94,56,49,0,13,0,25,155,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\FreeMindMainMock.java,234,148,101,31,55,0,31,175,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\FreeMindTaskTests.java,111,53,45,2,16,0,42,191,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\FreeMindTestBase.java,58,18,13,1,13,0,27,158,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\HtmlConversionTests.java,285,206,93,2,26,1,53,292,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\LastOpenedTests.java,43,15,13,0,5,0,23,153,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\LastStorageManagementTests.java,88,72,57,4,13,0,3,27,0,0
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\LayoutTests.java,241,195,172,6,21,1,25,160,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\MarshallerTests.java,113,73,42,0,9,0,31,176,22,154
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\MindMapControllerMock.java,762,236,154,40,118,0,408,886,22,158
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\MindMapMock.java,219,134,88,22,52,0,33,177,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\PrintGraphics.java,438,316,207,31,95,0,27,162,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\ScriptEditorPanelTest.java,126,78,55,6,19,0,29,174,22,158
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\SignedScriptTests.java,44,38,27,0,6,0,0,0,0,0
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\SplashTests.java,41,14,11,1,5,0,22,153,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\ToolsTests.java,316,220,149,5,41,0,55,261,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\TransformTest.java,170,126,88,7,21,0,23,160,22,158
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\findreplace\FindTextTests.java,207,148,97,7,26,2,33,201,19,145
C:\Users\sainath\Desktop\SM-A2\Sourch codes\1.0.1\freemind 1.0.1\tests\freemind\findreplace\TestMindMapNode.java,507,344,227,79,124,0,39,198,19,145
